plant_id,plant_name,company_id,company_name,zone_id,plant_zone,zone_master,region_id,region_name,plant_state,devices
3040,"BOKAJAN2 CPW SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"BOXIRHAT CDW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"BYRNIHAT CDW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"BYRNIHAT CPW-SCL-LUMS",1017,NA,0,,NULL,0,NA,,2203
3040,"CASH GODOWN - CPW - LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"CHANGSARI CPW SCL LUMS",1017,,0,,NULL,0,,,2203
3040,"CHOPRA CDW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"CHURAIBARI CDW-SCL-LUMS",1017,NA,0,,NULL,0,NA,,2203
3040,"COSSIMBAZAR CPW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"DHARMANAGAR CRS-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"DIBRUGARH CPW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"DIBRUGARH CRS-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"DILLAI CDW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"DIMAPUR CRS-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"FULBARI CPW SCL- LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"FULERTAL CDW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"FULERTAL CPW-SCL-LUMS",1017,NA,0,,NULL,0,NA,,2203
3040,"GANGARAMPUR CPW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"GAURIPUR CRS-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"GUNJARIA CPW SCL- LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"HAILAKANDI CDW SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"HAILAKANDI CPW SCL-LUMS",1017,NA,0,,NULL,0,NA,,2203
3040,"HAILAKANDI1 CDW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"HARMUTI CRS-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"IMPHAL CPW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"JALPAIGURI CPW SCL- LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"JIRANIA CRS-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"JIRIBAM CPW-SCL-LUMS",1017,NA,0,,NULL,0,NA,,2203
3040,"JIRIBAM CRS-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"JIRIBUM CDW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"JORABAT CDW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"JORABAT CPW-SCL-LUMS",1017,NA,0,,NULL,0,NA,,2203
3040,"JORHAT CPW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"JORHAT CRS-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"KALAIN CDW-SCL-LUMS",1017,NA,0,,NULL,0,NA,,2203
3040,"KARIMGANJ CDW SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"KARIMGANJ CPW SCL-LUMS",1017,NA,0,,NULL,0,NA,,2203
3040,"KARIMGANJ1 CDW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"KATIHAR CPW SCL- LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"KISHANGANJ CPW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"LALA BAZAR CRS SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"LANKA CRS-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"LIKABALI CPW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"LOKHRA CPW-SCL-LUMS",1017,NA,0,,NULL,0,NA,,2203
3040,"LUNGLEI CDW SCL-LUMS",1017,NA,0,,NULL,0,NA,,2203
3040,"MALDA DUMP CPW SCL- LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"NAHARLAGUN CRS-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"NARENGI CPW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"NORTH LAKHIMPUR CRS-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"PANDU PORT CPS SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"PURNEA CPW SCL- LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"RAGHUNATGANJ CPW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"RAIGANJ CPW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"SALCHAPRA MRS-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"SILAPATHAR CRS-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"SILCHAR CDW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"SILCHAR CPW-SCL-LUMS",1017,NA,0,,NULL,0,NA,,2203
3040,"SILIGURI CPW-1-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"SILIGURI CPW-2-SCL-LUMS",1017,"Star Cement",0,,NULL,0,,NULL,2203
3040,"SIVASAGAR TP SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"SONAPUR PARKING CPW SCL-LUMS",1017,NA,0,,NULL,0,NA,,2203
3040,"SONPURA SOW SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"StarCement - LUMS",1017,NA,0,NA,NULL,0,NA,,2203
3040,"StarCement - LUMS",1017,NA,2040,NA,East,73,NA,,2203
3040,"TELIAMURA CDW-SCL-LUMS",1017,NA,0,,NULL,0,NA,,2203
3040,"TEZPUR CDW SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"TEZPUR CPW SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"TINSUKIA CPW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"TINSUKIA CRS-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3040,"UDAIPUR TP SCL-LUMS",1017,NA,0,,NULL,0,NA,,2203
3040,"VAIRENGTE CPW SCL LUMS",1017,,0,,NULL,0,,,2203
3040,"VAIRENGTEE CDW-SCL-LUMS",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,2203
3530,"AGARTALA3 CPW SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"BADARPUR CPW SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"BAIHATA CRS SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"BALAJAN CPW SCNEL",1017,"Star Cement",0,,NULL,0,,NULL,1915
3530,"BALAJAN SOW-SCNEL",1017,NA,0,,NULL,0,NA,,1915
3530,"BANDERDEWA CPW SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"BARPETA ROAD CDW SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"BARPETA ROAD CPW SCNEL",1017,NA,0,,NULL,0,NA,,1915
3530,"BARPETA ROAD CRS-SCNEL",1017,NA,2040,NA,East,73,NA,,1915
3530,"BHANGA MRS-SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"BIHARA MRS SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"BOKAJAN CRS-SCNEL",1017,NA,2040,NA,East,73,NA,,1915
3530,"BOKAJAN TP SCNEL",1017,NA,2040,NA,East,73,NA,,1915
3530,"BOKAJAN2 CPW SCNEL",1017,NA,2040,NA,East,73,NA,,1915
3530,"BOKO CDW SCNEL",1017,NA,0,,NULL,0,NA,,1915
3530,"CHANGSARI CDW SCNEL",1017,NA,2040,NA,East,73,NA,,1915
3530,"CHANGSARI CPW-SCNEL",1017,NA,2040,NA,East,73,NA,,1915
3530,"DHAMALGAON CRS SCNEL",1017,NA,2040,NA,East,73,NA,,1915
3530,"DHEMAJI CRS SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"DIBRUGARH CDW SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"DIBRUGARH CPW-SCNEL",1017,NA,2040,NA,East,73,NA,,1915
3530,"DIBRUGARH CRS SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"DILLAI CDW-SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"DIMAPUR CRS SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"FURKATING CRS SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"GAURIPUR CRS SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"HAILAKANDI 2 CPW SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"HARMUTI CRS-SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"JIRANIA CRS SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"JOGIGHOPA CPW SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"JOGIGHOPA CRS SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"JORABAT CPW-SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"JORHAT CDW SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"JORHAT CPW-SCNEL",1017,NA,2040,NA,East,73,NA,,1915
3530,"JORHAT CRS-SCNEL",1017,,0,,NULL,0,,,1915
3530,"KARIMGANJ 2 CPW SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"LAKWA CRS SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"LIKAHBALI CPW SCNEL",1017,NA,2040,NA,East,73,NA,,1915
3530,"LOKHRA CDW SCNEL",1017,NA,2040,NA,East,73,NA,,1915
3530,"LOKHRA CPW-SCNEL",1017,NA,0,,NULL,0,NA,,1915
3530,"LOKHRA DTP SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"LUMDING CRS SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"MORAN SOW SCNEL",1017,,0,,NULL,0,,,1915
3530,"Narengi CDW SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"Narengi CPW SCNEL",1017,NA,2040,NA,East,73,NA,,1915
3530,"NEW BONGAIGAON CRS SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"NILBAGAN CDW SCNEL",1017,NA,0,,NULL,0,NA,,1915
3530,"NORTH LAKHIMPUR CRS-SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"PATHSALA CRS SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"SALCHAPRA MRS-SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"SCNEL GHY CEMENT",1017,NA,0,NA,NULL,0,NA,,1915
3530,"SILAPATHAR CRS-SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"SILAPATHAR SOW SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"SILCHAR CPW SCNEL",1017,,0,,NULL,0,,,1915
3530,"SIVASAGAR TP SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"SONAPUR DTP SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"SONAPUR PARKING SOW SCNEL",1017,NA,0,,NULL,0,NA,,1915
3530,"TETELIA CRS SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"TEZPUR CDW SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"TEZPUR CPW SCNEL",1017,NA,0,,NULL,0,NA,,1915
3530,"TINSUKIA CPW-SCNEL",1017,NA,2040,NA,East,73,NA,,1915
3530,"TINSUKIA CRS-SCNEL",1017,NA,2040,NA,East,73,NA,,1915
3530,"TINSUKIA RLY CDW SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3530,"TINSUKIA RLY CPW SCNEL",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1915
3078,"NJP CRS SCL-GGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"TUFANGANJ CRS-SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"TINSUKIA CRS-SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"AGARTALA CPW-SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"AGARTALA3 CPW-SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"AIZWAL CPW-SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"ARARIA CDW SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"AZAMNAGAR CDW SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"BAIHATA CRS SCL-SGU",1017,NA,2040,NA,East,73,NA,,1584
3078,"BALAJAN SOW-SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"Balurghat SOW",1017,NA,0,NA,NULL,0,NA,,1584
3078,"BARPETA ROAD CPW-SCL-SGU",1017,NA,2040,NA,East,73,NA,,1584
3078,"BARPETA ROAD CRS-SCL-SGU",1017,NA,2040,NA,East,73,NA,,1584
3078,"BEGUSARAI CDW SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"BHAGALPUR CPW SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"BOKAJAN CRS-SCL-SGU",1017,NA,2040,NA,East,73,NA,,1584
3078,"BOKAJAN TP SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"BOKAJAN1 CPW SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"BOKAJAN2 CPW SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"BOXIRHAT CDW SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"CHANGSARI CPW SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"CHOPRA CDW SCL-SGU",1017,NA,2040,NA,East,73,NA,,1584
3078,"COOCHBEHAR CRS-SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"COSSIMBAZAR CPW SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"DALKHOLA CRS-SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"DHULIAN CDW SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"DHUPGURI CDW SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"DIBRUGARH CPW-SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"DIBRUGARH CRS-SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"DIMAPUR CRS-SCL-SGU",1017,NA,2040,NA,East,73,NA,,1584
3078,"FULBARI CPW SCL-SGU",1017,NA,2040,NA,East,73,NA,,1584
3078,"GANGARAMPUR CPW SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"GAURIPUR CRS-SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"GUNJARIA CPW SCL-SGU",1017,NA,2040,NA,East,73,NA,,1584
3078,"HARMUTI CRS-SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"JALPAIGURI CPW SCL-SGU",1017,NA,0,,NULL,0,NA,,1584
3078,"SAHEBGUNJ CDW SCL-SGU",1017,"STAR CEMENT",0,NA,NULL,0,NA,NULL,1584
3078,"SILIGURI CPW-2 SCL-SGU",1017,NA,0,,NULL,0,NA,,1584
3078,"SILIGURI CPW-1 SCL-SGU",1017,NA,0,,NULL,0,NA,,1584
3078,"SGU VIRTUAL SCL-SGU",1017,NA,2040,NA,East,73,NA,,1584
3078,"RAIGANJ CPW SCL-SGU",1017,NA,2040,NA,East,73,NA,,1584
# UNZONED Plants with Company Names

> Zone column enriched 2026-07-13 from SUMMARY REPORT Deployed (1).xlsx + plantName.md; second pass same day from SUMMARY REPORT Deployed (3).xlsx, plant-family-groupings-2026-07-13.md, and the AutoPlant vehicle-join (evidence: autoplant-unzoned-enrichment-2026-07-13.md); other fields unchanged. 3 STAR CEMENT rows (3040, 3530, 3078) marked SHUTDOWN per UnzonneedPlantList_autoplantDB.csv (DB team, 2026-07-13).

Generated 2026-07-07T11:36:28.840Z from the FSM DB (post-pipeline) + AutoPlant `mst_company`.

Total UNZONED plants: **247**. Companies resolved from AutoPlant (FSM does not mirror company names).

| # | Plant (FSM id) | source_plant_id | raw zone | Vehicles | Company(ies) |
|---|---|---|---|---|---|
| 1 | KESORAM WORKS (24) | 3127 | (null) | 2195 | Vasavadatta |
| 2 | RCP-9211 (11) | 3093 | East B | 1762 | Nuvista |
| 3 | NCP-9117 (103) | 3532 | North | 1446 | Nuvista |
| 4 | CCP-9115 (100) | 3528 | North | 1141 | Nuvista |
| 5 | SATNA PLANT LINE 2 (19) | 3122 | East A [DERIVED via vehicle-join] | 816 | Prism Cement |
| 6 | SATNA PLANT LINE 1 (18) | 3121 | East A [DERIVED via vehicle-join] | 527 | Prism Cement |
| 7 | RCP-5151 (15) | 3097 | East B | 470 | Nuvista |
| 8 | JCP-9105 (121) | 3604 | East B | 463 | Nuvista |
| 9 | PCP-5150 (14) | 3096 | East B | 431 | Nuvista |
| 10 | HCP-9116 (33) | 3461 | North | 409 | Nuvista |
| 11 | Kadappa (5) | 3038 | South [EXCEL-3] | 384 | Vicat Cement |
| 12 | SCL_Ranavav (2) | 3030 | West B [DERIVED via vehicle-join] | 380 | SAURASHTRA CEMENT |
| 13 | DGFC_Test (178) | 3923 | (null) | 360 | DGFC |
| 14 | BARPETA ROAD CRS-SCNEL (102) | 3530 | SHUTDOWN [per UnzonneedPlantList_autoplantDB.csv 2026-07-13] | 341 | STAR CEMENT |
| 15 | ESL STEEL LTD Steel Unit (139) | 3672 | (null) | 312 | Vedanta - ESL |
| 16 | JORHAT CPW-SCL-LUMS (7) | 3040 | SHUTDOWN [per UnzonneedPlantList_autoplantDB.csv 2026-07-13] | 280 | STAR CEMENT |
| 17 | JCP-9234 (180) | 4167 | East B | 279 | Nuvista |
| 18 | PURNEA CPW SCL SGU (9) | 3078 | SHUTDOWN [per UnzonneedPlantList_autoplantDB.csv 2026-07-13] | 207 | STAR CEMENT |
| 19 | MCP-9233 (182) | 4169 | East B | 184 | Nuvista |
| 20 | SCL_Sidheegram (3) | 3031 | West B [DERIVED via vehicle-join] | 179 | SAURASHTRA CEMENT |
| 21 | ACP-9231 (181) | 4168 | East B | 178 | Nuvista |
| 22 | OCP-5152 (12) | 3094 | East A | 165 | Nuvista |
| 23 | Kalamboli (4) | 3037 | West A [EXCEL-3] | 162 | Vicat Cement |
| 24 | HCIL_IMLAI (147) | 3697 | (null) | 157 | Zuari Cement |
| 25 | ACP-9106 (25) | 3128 | East B | 153 | Nuvista |
| 26 | MCP-9107 (26) | 3129 | East B | 149 | Nuvista |
| 27 | HCIL -JHANSI (148) | 3698 | (null) | 148 | Zuari Cement |
| 28 | SCP-9232 (183) | 4170 | East B | 148 | Nuvista |
| 29 | PANDU PORT CPS SCL-GGU (101) | 3529 | (null) | 135 | STAR CEMENT |
| 30 | KHORDA (151) | 3704 | East A [DERIVED via vehicle-join] | 116 | HCCB |
| 31 | BCP-5153 (13) | 3095 | East B | 90 | Nuvista |
| 32 | SCP-9104 (122) | 3605 | East B | 90 | Nuvista |
| 33 | AMETHI TOLLING UNIT (23) | 3126 | (null) | 87 | Prism Cement |
| 34 | BCP-9216 (17) | 3099 | East B | 79 | Nuvista |
| 35 | HINDUSTAN COCA-COLA BEVERAGES - SIDDIPET GF (163) | 3726 | South [DERIVED via vehicle-join] | 78 | HCCB |
| 36 | PCP-9214 (10) | 3092 | East B | 70 | Nuvista |
| 37 | OCP-9215 (16) | 3098 | East A | 69 | Nuvista |
| 38 | DSTL K1PLANT (104) | 3533 | (null) | 59 | Deepak Fertilizer |
| 39 | DEVARYAMJAL_GT (161) | 3722 | South [DERIVED via vehicle-join] | 37 | HCCB |
| 40 | DIC Plant (28) | 3456 | (null) | 32 | Prism Cement |
| 41 | HIMJAL COPACK (159) | 3720 | South [DERIVED via vehicle-join] | 28 | HCCB |
| 42 | GOA (154) | 3709 | West A [DERIVED via vehicle-join] | 25 | HCCB |
| 43 | SCNEL SILCHAR CEMENT (128) | 3619 | (null) | 24 | STAR CEMENT |
| 44 | ATMAKURU (160) | 3721 | South [DERIVED via vehicle-join] | 23 | HCCB |
| 45 | CHUNAR TOLLING UNIT (20) | 3123 | (null) | 22 | Prism Cement |
| 46 | J. K. CEMENTS LTD-MUDDAPUR (196) | 4204 | (null) | 21 | Shree Balaji Roadlines |
| 47 | KALBURGI CEMENT PRIVATE LIMITED-CHATRASHALA(TANDUR) (202) | 4210 | (null) | 20 | Shree Balaji Roadlines |
| 48 | RUDAULI TOLLING UNIT (22) | 3125 | (null) | 17 | Prism Cement |
| 49 | ACC CEMENT LIMITED-Chittapur (203) | 4211 | West A [DERIVED via vehicle-join] | 16 | Shree Balaji Roadlines |
| 50 | Kalburgi (6) | 3039 | (null) | 15 | Vicat Cement |
| 51 | RCP_NVL_HUB (185) | 4189 | East B [DERIVED via RISDA family] | 10 | Nuvista |
| 52 | URWADE DEPOT - VIRTUAL (155) | 3710 | West A [DERIVED via vehicle-join] | 10 | HCCB |
| 53 | CCP-9236 (176) | 3746 | North | 9 | Nuvista |
| 54 | Coimbatore Plant (8) | 3077 | (null) | 9 | Vicat Cement |
| 55 | ULTRATECH CEMENT LIMITED-SARALANAGAR SEDAM (197) | 4205 | (null) | 9 | Shree Balaji Roadlines |
| 56 | BHARATIYAM COPACK (156) | 3716 | South [DERIVED via vehicle-join] | 6 | HCCB |
| 57 | KUMAR WATER PLANT (172) | 3739 | South [DERIVED via vehicle-join] | 6 | HCCB |
| 58 | BHARATI CEMENT PRIVATE LIMITED MUMBAI TRANSIENT-SHEDUNG (215) | 4223 | (null) | 5 | Shree Balaji Roadlines |
| 59 | HCCBPL- NEW COCHIN DEPOT (280) | 4314 | South [DERIVED via vehicle-join] | 5 | HCCB |
| 60 | KALBURGI CEMENT PRIVATE LIMITED-LONI BULK (200) | 4208 | (null) | 4 | Shree Balaji Roadlines |
| 61 | KALBURGI CEMENT PRIVATE LIMITED-LONI KALBHOR (270) | 4303 | (null) | 4 | Shree Balaji Roadlines |
| 62 | TATA STEEL BSL KHOPOLI-khopoli (206) | 4214 | (null) | 3 | Shree Balaji Roadlines |
| 63 | CBT (134) | 3629 | (null) | 2 | UTCL |
